"KL_gumbel_ECM","KL_gumbel_Bayes","KL_normal"
0.0190971337951146,0.0153271468916465,0.0160340352425639
0.0167059181096768,0.0151561116583209,0.0101638648246004
0.0181802704832249,0.0157549160728709,0.018951434022787
0.00875597559482767,0.0103952734251406,0.0130076314521566
0.0153164465749088,0.0147349936989079,0.0524258641609996
0.0141312244130272,0.0155452974537888,0.0552860512791421
0.0229045343146631,0.023494123588283,0.0290374733219849
0.0110777975646368,0.0106207007661138,0.0143643233067399
0.0168155600759701,0.0138813239751454,0.0176079648674659
0.009709382849137,0.00838283893282732,0.0260902951340975
0.0196846805610552,0.0109566245060342,0.0242898864504122
0.0350001946440178,0.0270082872295859,0.0429407851663019
0.019917089850424,0.018934335428455,0.0222999477033426
0.00452384867208694,0.00455920118814242,0.00628519930958368
0.0186757318045047,0.0148922803649501,0.00992473033766039
0.0105748378703386,0.00893280805579748,0.00310003574785341
0.00724943860364775,0.0066293268686062,0.0078346825457968
0.00406649578741034,0.00415395144951446,0.0057176600645
0.00643893384363219,0.00623974644440583,0.00626609556160157
0.0483652913620341,0.0432285289550194,0.0423933108961683
0.00816321690121456,0.00784329401341981,0.0322522294983907
0.0091301788509679,0.0091463775359477,0.00627909073134441
0.0124257028129198,0.0137668584032272,0.0107459858201554
0.0183908874380442,0.0164366057103687,0.015801916721346
0.0185624397795978,0.0164367824938659,0.0199542530299701
0.0158271396020576,0.0129338975994581,0.016392701479407
0.0126034167564894,0.0115711989164926,0.0362120806727594
0.0282546160114513,0.0240402714283351,0.0191358157690884
0.0143760651891798,0.0106207532053887,0.059248453084706
0.0174135210717151,0.0178587169760366,0.0224784186279092
0.0143968949140298,0.00758949976476768,0.0282626351651389
0.00775543211770133,0.00735845569453656,0.0131052146487987
0.00891100292436762,0.00911454360814846,0.0228102389742454
0.0157071214057699,0.0171068061915838,0.046689880295821
0.0232726652889825,0.020954285149095,0.0112125712662694
0.00737359021956114,0.00818164219855302,0.0176316499478701
0.0234595795897421,0.0187215255840644,0.0072521489735517
0.00791395099416122,0.00820003196855999,0.020757927606881
0.015485376876667,0.0148049807366922,0.0196996304995729
0.0551225539332822,0.0480770590314908,0.0319194700177225
0.013780301680613,0.0136224169945801,0.0107609379162611
0.02513649788446,0.0185460938612186,0.0760368203922155
0.00547878491794355,0.00516941789820632,0.00549636239094552
0.00771566658724453,0.00952321344622921,0.0212330511792749
0.0171190372954091,0.0133529191691584,0.0586528783353171
0.0096064883530547,0.00971263537588161,0.011431199131825
0.00712234719545601,0.00697948065952198,0.0140430766806051
0.00804738731488885,0.00711735619121365,0.0097001346155974
0.0137523982932563,0.0125859239123837,0.0443672839405238
0.00715666839066149,0.00663224640353559,0.0333388760944943
0.0190365966728664,0.0169889960851448,0.0221156226393975
0.0143222151751055,0.0133529835707398,0.0169070247889163
0.0140400090148217,0.0121568476905118,0.0340808204749833
0.011740852151659,0.0138127009384856,0.0190069675058425
0.0102498029450125,0.0113798181245313,0.04691344712871
0.00976160343356255,0.00777737931172204,0.0081895834992641
0.013047894337811,0.00939597143253424,0.02143052131661
0.00958930547847188,0.0103099418812232,0.0213921963930357
0.0107639089788053,0.010065030634349,0.034592533072081
0.0129673444392682,0.0100744775998802,0.0103565816587961
0.00716976862831007,0.00668339068090051,0.0186518034737467
0.0100685587322622,0.0103632050398437,0.0124374104110671
0.0109174019202829,0.0086083630845029,0.0165910043322554
0.00643974983324145,0.00603924008469245,0.0107059833363497
0.0228364359163969,0.0205873883231397,0.0151530242150982
0.00747182661711584,0.00750847744552753,0.0178097473505953
0.0194125360432532,0.0188171310696898,0.0246453049887112
0.0118078643954985,0.0124086772525423,0.0115749381413575
0.0292980270988646,0.0307990529499561,0.0299445925182589
0.0152086056259828,0.0144661178310359,0.0210113554205885
0.00754806389004103,0.00726299043359711,0.00766157741636558
0.0248900776357344,0.014335626697028,0.056567030508071
0.00877571687642974,0.00810353934954415,0.0103181486451029
0.0166286744947059,0.0173863423466776,0.0260647485702605
0.0122777595628367,0.0116211261718006,0.0810536460909554
0.00563771207749172,0.0052559316872831,0.0350073070102737
0.0107169163858307,0.00874212595086846,0.0145936415843628
0.0081945517161915,0.0083071439944859,0.00808655454753224
0.0216561040678787,0.0167979731189617,0.0264171665474993
0.0166783342053158,0.0153895878202537,0.0190625883401561
0.0156149489279399,0.018001453795229,0.0189540738356459
0.0169084469096679,0.0148634648565892,0.0256453251563267
0.0166426957639337,0.0188268024013237,0.0158976356443409
0.0096654954559426,0.0100978445273729,0.0139144224508686
0.012207692149921,0.0100566067936873,0.0280145398670567
0.0113628726290829,0.00903559987298599,0.0695160923817578
0.0179614743547672,0.0137401106966897,0.0194547025448962
0.0403960542006551,0.0367015351780416,0.026138847532339
