"KL_gumbel_ECM","KL_gumbel_Bayes","KL_normal"
0.0477018879338898,0.0441418730241683,0.0785756762215755
0.0179482839558782,0.0191189518326285,0.0279688363186392
0.0283463619568441,0.035064388983443,0.0304747860156804
0.0432137176621183,0.0386660675301515,0.0394445232546065
0.0297524303996989,0.0291219604110614,0.0846107156305175
0.0233068002022823,0.0211465369577237,0.0248238516314349
0.0216364660240811,0.0195916083228543,0.0280722880185797
0.0246794608456652,0.0236061939645429,0.0710410471918787
0.0205528754650179,0.0180778237407663,0.0331847131817498
0.0679893303456556,0.060441094343098,0.0595018722069056
0.0187926969554354,0.0210999243650779,0.0298840741315476
0.020667277874364,0.0215447530260638,0.0422995779980375
0.0146056920034929,0.0151029853626247,0.0222512986461036
0.0309134668629934,0.028057675194919,0.0308314000552851
0.0220781498564715,0.0268825873485935,0.0649106674884312
0.0246617178978078,0.022905038219357,0.0465098715234561
0.0220087571211347,0.02455049412027,0.0249378695819648
0.0204945245925739,0.0181381236321424,0.024038066886669
0.0172197794241405,0.038696323981686,0.0285906342743905
0.0388445325166515,0.0365198240306818,0.0372562254116298
0.0233834373250409,0.02219768816088,0.032374528317379
0.0185219200457014,0.0209899232230846,0.0293550702210826
0.0310706678457192,0.0284267111535896,0.0714974454872759
0.0154822971663063,0.0145020969885995,0.0278660641876387
0.0386792633643306,0.0381213510828377,0.0441249637995747
0.0217284129123106,0.0252773261340841,0.0350858584031376
0.0210037232394067,0.018406739967751,0.034010606343283
0.021108970802948,0.029290453875353,0.039149490186873
0.0285144093725822,0.0271130776309414,0.0318004648347837
0.0307850523786567,0.0336138220131371,0.04748262061832
0.019648305839832,0.0176619527660887,0.0288982614097014
0.0308190265265328,0.029485117264018,0.0469435746926911
0.0219062277660673,0.0219075235755355,0.0885053827916484
0.0169402032063972,0.017567989512194,0.0240951680981017
0.0272514791612982,0.0399442015867762,0.0370245680633877
0.0368725905873673,0.0331853991559219,0.0381932941612409
0.0215580390863971,0.0200041036000541,0.0344473248748241
0.0223756745568726,0.0227506533237835,0.0372542962722209
0.0195847069432356,0.0255215450691087,0.0354333094484593
0.0173783937664672,0.016612001932322,0.0357646795033216
0.0250615312897296,0.021266171310772,0.0252048856832518
0.0355313805679134,0.0333218165221942,0.0548596255451061
0.0245391631831559,0.0225356308453264,0.0465821117734445
0.03090871339167,0.0314172444619957,0.0561746160728624
0.0364637792059272,0.0334812281225879,0.0480333702309334
0.034905366068476,0.0338205469969884,0.0396407393522535
0.0257874992697464,0.0227988295341979,0.0269676494706983
0.0216435868566087,0.0208180361602106,0.0260205986696589
0.0284843859049568,0.0220341372431691,0.0350204993805346
0.0551945542451807,0.0530755110567558,0.108301066278443
0.0252223359102343,0.0263792324443834,0.0303908430643223
