"datetime","change"
2021-04-13,6.6400000000034
2021-04-14,-4.24000000000217
2021-04-15,-10.3200000000004
2021-04-16,-7.66999999999973
2021-04-17,-1.12000000000057
2021-04-18,2.199999999998
2021-04-19,-3.35000000000076
2021-04-20,-6.00000000000023
2021-04-21,-8.80000000000109
2021-04-22,-7.73999999999785
2021-04-23,3.56999999999965
2021-04-24,1.59999999999991
2021-04-25,8.36000000000104
2021-04-26,6.95999999999862
2021-04-27,6.50999999999937
2021-04-28,-3.2399999999991
2021-04-29,-13.199999999998
2021-04-30,-2.31999999999954
2021-05-01,-0.999999999999091
2021-05-02,-3.15000000000072
2021-05-03,11.3599999999977
2021-05-04,8.58000000000345
2021-05-05,1.12000000000018
2021-05-06,2.04000000000008
2021-05-07,-7.60000000000173
2021-05-08,4.40999999999957
2021-05-09,-0.120000000000118
2021-05-10,2.58999999999975
2021-05-11,2.85000000000065
2021-05-12,5.83000000000072
2021-05-13,-4.24000000000217
2021-05-14,1.20000000000061
2021-05-15,-3.05000000000069
2021-05-16,-4.96999999999952
2021-05-17,-3.69999999999663
2021-05-18,1.51999999999862
2021-05-19,-0.959999999999127
2021-05-20,-1.46999999999866
2021-05-21,0.680000000000348
2021-05-22,0.510000000000502
2021-05-23,-1.40000000000072
2021-05-24,-1.20000000000061
2021-05-25,-1.25000000000028
2021-05-26,-0.200000000000102
2021-05-27,-3.60000000000082
2021-05-28,0.300000000000068
2021-05-29,-1.24000000000063
2021-05-30,-0.449999999999591
2021-05-31,0.799999999999272
2021-06-01,1.35999999999876
2021-06-02,2.29999999999791
2021-06-03,6.89999999999884
2021-06-04,1.99999999999932
2021-06-05,-2.59000000000185
2021-06-06,1.44000000000051
2021-06-07,6.57000000000232
2021-06-08,0.719999999999857
2021-06-09,-14.5599999999971
2021-06-10,19.0899999999968
2021-06-11,2.23999999999978
2021-06-12,1.20999999999952
2021-06-13,-6.65999999999815
2021-06-14,-11.5699999999996
2021-06-15,-7.89999999999731
2021-06-16,-1.48000000000076
2021-06-17,-5.58000000000021
2021-06-18,-11.1600000000004
2021-06-19,-18.9999999999989
2021-06-20,2.88000000000011
2021-06-21,-8.00999999999777
2021-06-22,-4.74000000000018
2021-06-23,-0.240000000000123
2021-06-24,1.23999999999887
2021-06-25,0.479999999999563
2021-06-26,1.12000000000057
2021-06-27,-0.600000000000307
2021-06-28,-4.62000000000018
2021-06-29,1.40000000000032
2021-06-30,1.55000000000035
2021-07-01,0.960000000000036
2021-07-02,2.52000000000129
2021-07-03,0.3299999999997
2021-07-04,-0.870000000000857
2021-07-05,-0.950000000000216
2021-07-06,-1.08000000000055
2021-07-07,-3.96000000000015
2021-07-08,3.24000000000012
2021-07-09,-1.32000000000005
2021-07-10,-2.49999999999773
2021-07-11,-5.4000000000002
2021-07-12,-0.399999999999864
2021-07-13,-3.78000000000014
2021-07-14,0.700000000000159
2021-07-15,-4.32000000000016
2021-07-16,3.57000000000033
2021-07-17,0.450000000000102
2021-07-18,-2.6500000000006
2021-07-19,3.7800000000027
2021-07-20,22.3200000000008
2021-07-21,15.1299999999964
2021-07-22,7.27999999999855
2021-07-23,0.930000000000916
2021-07-24,-1.90000000000043
2021-07-25,-3.08000000000158
2021-07-26,0.360000000000014
2021-07-27,-3.09999999999718
2021-07-28,0.239999999999952
2021-07-29,-3.60000000000082
2021-07-30,-2.16000000000111
2021-07-31,-3.54999999999677
2021-08-01,-7.28999999999797
2021-08-02,-8.36999999999767
2021-08-03,-2.2000000000005
2021-08-04,-5.2200000000002
2021-08-05,-3.30000000000075
2021-08-06,-1.15999999999894
2021-08-07,-1.86000000000007
2021-08-08,-2.64000000000135
2021-08-09,-3.1000000000007
2021-08-10,-2.29999999999791
2021-08-11,-3.36000000000013
2021-08-12,-6.65999999999815
2021-08-13,-5.93999999999835
2021-08-14,-2.08000000000084
2021-08-15,-3.66000000000014
2021-08-16,1.16999999999967
2021-08-17,10.6599999999996
2021-08-18,6.4799999999982
2021-08-19,-0.0699999999999932
2021-08-20,-0.179999999999836
2021-08-21,5.11999999999898
2021-08-22,18.9000000000033
2021-08-23,0.88000000000045
2021-08-24,-4.26000000000016
2021-08-25,-2.36000000000121
2021-08-26,-2.88000000000147
2021-08-27,-2.75000000000063
2021-08-28,-2.87999999999738
2021-08-29,-2.15999999999804
2021-08-30,-1.90000000000043
2021-08-31,-5.03999999999951
2021-09-01,1.70000000000039
2021-09-02,-6.4400000000046
2021-09-03,-3.30000000000013
2021-09-04,-2.10000000000048
2021-09-05,-3.25000000000074
2021-09-06,1.60999999999984
2021-09-07,-3.30000000000075
2021-09-08,1.56000000000006
2021-09-09,-5.31999999999948
2021-09-10,-4.1299999999996
2021-09-11,-3.39999999999691
2021-09-12,-3.35000000000076
2021-09-13,-4.44000000000017
2021-09-14,-1.68000000000086
2021-09-15,1.4399999999996
2021-09-16,2.71999999999753
2021-09-17,3.68000000000188
2021-09-18,0.520000000000266
